dataset,seed,batch_size,model_kind,backend,scope,clock,median_ms_per_scene,amortized_ms_per_tile,tiles_per_second,p95_ms_per_scene,checkpoint_sha256
HanChuan,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,74.37416253378615,0.0508367481433945,19670.80972959392,80.23091305803973,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,74.07164764404298,0.0506299710485598,19751.14698447859,80.06517486572267,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HongHu,0,1,fp32,mamba_ssm_optimized,model_only,wall_clock,3808.3660375268664,2.1516192302411676,464.76624950406,3976.6305988712706,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,1,fp32,mamba_ssm_optimized,model_only,cuda_events,3808.24951171875,2.151553396451271,464.7804705425298,3976.1514404296877,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,1,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,3831.608068489004,2.1647503211802284,461.9470385179558,3908.58807102195,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,1,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,3830.358032226562,2.1640440860037073,462.0977948035606,3908.4487915039062,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,2,fp32,mamba_ssm_optimized,model_only,wall_clock,1781.1725064821076,1.0063121505548631,993.7274427707321,1927.4581754638348,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,2,fp32,mamba_ssm_optimized,model_only,cuda_events,1778.9050903320312,1.0050311244813737,994.994061020777,1927.049755859375,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,2,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,1842.683180962922,1.0410639440468485,960.5557907545776,1962.3620891507016,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,2,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,1840.3875732421875,1.0397669905323093,961.753940166969,1960.5317504882814,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,4,fp32,mamba_ssm_optimized,model_only,wall_clock,916.9645619986113,0.5180590745754866,1930.281794251805,943.4213865315542,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
